Organization_ID,Industry,Company_Size,Employee_Count,AI_Tool,Adoption_Year,Monthly_AI_Usage_Hours,Productivity_Gain,Satisfaction_Score,AI_Investment_USD,Cost_Savings_USD
2519,Retail,Large,1886,ChatGPT,2021,46,18.89,9.15,69303,177633
2520,Retail,Small,71,Gemini,2025,194,37.12,6.4,25724,112084
2521,Healthcare,Small,496,Claude,2022,148,18.7,8.79,39061,65545
2522,Healthcare,Large,1807,Claude,2022,160,20.82,6.95,148711,238670
2523,IT,Small,172,Copilot,2024,55,36.64,6.6,20773,70747
2524,Manufacturing,Medium,1151,Claude,2022,143,24.57,7.07,81721,178046
2525,Finance,Medium,1282,ChatGPT,2025,20,30.58,7.3,132725,179636
2526,Healthcare,Medium,820,Claude,2023,48,40.41,6.68,131031,231040
2527,Finance,Large,2858,ChatGPT,2023,25,34.75,9.01,86407,126752
2528,Finance,Large,1889,Claude,2023,118,32.38,9.6,51290,157556
2529,Finance,Large,1738,Copilot,2024,20,45.84,8.48,144216,202938
2530,Finance,Large,2313,Copilot,2021,155,22.64,8.37,12602,45224
2531,IT,Large,4446,ChatGPT,2024,141,25.1,9.11,46888,88040
2532,IT,Large,3367,Copilot,2023,164,31.75,8.85,38087,96943
2533,Retail,Medium,1139,ChatGPT,2025,29,10.94,9.06,123039,212825
2534,Healthcare,Small,440,Gemini,2023,99,44.27,7.46,126376,183764
2535,Finance,Small,209,Claude,2023,172,42.42,8.77,47736,69033
2536,Manufacturing,Small,439,ChatGPT,2021,76,24.2,8.0,81429,169560
2537,Healthcare,Medium,1206,Claude,2022,34,25.9,7.28,78071,148240
2538,Education,Small,358,Claude,2022,38,41.71,8.05,75675,138067
2539,Manufacturing,Medium,1356,ChatGPT,2022,89,39.34,8.12,67744,97205
2540,Retail,Large,2639,Copilot,2022,51,15.65,9.22,21500,112071
2541,IT,Small,158,Copilot,2021,120,24.26,9.34,18338,119832
2542,Education,Medium,886,Gemini,2022,166,18.82,7.76,25407,73640
2543,Education,Small,423,Copilot,2021,152,44.37,7.7,20849,91038
2544,Retail,Medium,704,ChatGPT,2021,39,34.1,6.46,14352,52133
2545,Healthcare,Medium,1015,Copilot,2022,25,31.42,9.12,103803,121709
2546,Healthcare,Small,60,Claude,2022,53,48.55,6.56,16124,116397
2547,Finance,Large,3397,Copilot,2022,95,45.79,8.8,83829,161731
2548,Education,Small,476,Gemini,2025,68,12.26,8.48,15571,20755
2549,Manufacturing,Large,2259,Claude,2025,118,45.0,9.54,19214,117690
2550,Education,Large,4451,Claude,2025,150,40.08,8.31,148924,183194
2551,Finance,Small,312,Copilot,2022,136,47.99,9.01,14838,33976
2552,Retail,Large,1977,Gemini,2022,52,16.86,6.22,136310,201739
2553,Finance,Large,4976,Copilot,2022,133,31.81,7.54,71977,115202
2554,Healthcare,Small,400,Claude,2024,106,48.55,6.39,5155,97297
2555,Finance,Small,355,Copilot,2021,156,49.32,7.65,10081,122263
2556,Education,Medium,1207,Claude,2022,109,42.07,9.86,115862,168290
2557,Retail,Large,3661,Claude,2024,88,18.76,6.64,55937,71399
2558,Manufacturing,Large,4923,Copilot,2022,132,43.41,8.73,53425,111137
2559,Education,Medium,618,ChatGPT,2023,72,28.37,6.61,21342,111801
2560,IT,Large,1744,Claude,2021,21,34.66,7.05,136616,142449
2561,Healthcare,Large,1694,Copilot,2024,145,45.34,9.5,82622,153693
2562,Healthcare,Small,354,Claude,2022,136,48.97,7.87,121837,201023
2563,Retail,Small,303,Gemini,2023,93,30.5,6.32,9100,56590
2564,Finance,Large,3222,ChatGPT,2021,39,43.05,7.55,112324,173055
2565,Manufacturing,Large,2554,Claude,2021,165,19.56,7.62,38698,54803
2566,Manufacturing,Large,2817,Claude,2024,117,19.79,7.69,20619,58738
2567,Healthcare,Medium,1480,Gemini,2025,65,43.1,7.89,124973,241750
2568,IT,Medium,611,ChatGPT,2025,35,20.36,6.41,26288,131484
2569,Manufacturing,Medium,1023,ChatGPT,2022,122,30.33,9.74,11877,104255
2570,Finance,Medium,1094,Claude,2024,178,22.75,8.05,10893,102409
2571,Retail,Small,409,Gemini,2023,131,17.88,9.58,23734,140244
2572,IT,Small,330,ChatGPT,2025,198,45.18,8.8,13425,23386
2573,Healthcare,Small,215,Copilot,2021,166,13.06,9.0,145218,172297
2574,Healthcare,Large,2802,Claude,2022,71,10.21,8.49,78660,142006
2575,Education,Large,3409,Claude,2023,138,16.99,8.75,9999,120737
2576,Healthcare,Large,4094,Gemini,2025,48,15.5,8.92,81080,170519
2577,Finance,Medium,888,Gemini,2021,97,11.85,9.88,30223,51865
2578,Healthcare,Medium,1472,Copilot,2022,81,36.9,7.52,132715,220259
2579,Education,Small,73,Gemini,2022,164,27.64,6.14,62691,89545
2580,IT,Large,2476,Copilot,2024,102,25.21,6.98,62707,141827
2581,Healthcare,Large,4937,Gemini,2022,75,23.61,7.98,60645,170175
2582,Retail,Small,404,Gemini,2025,193,41.32,9.86,102810,184095
2583,Manufacturing,Large,4762,Claude,2025,199,49.93,9.0,129329,139842
2584,Education,Large,3161,ChatGPT,2024,137,21.6,6.71,122454,140332
2585,Finance,Medium,612,Claude,2021,41,49.33,7.05,149629,222468
2586,Education,Small,169,Claude,2022,63,29.94,6.44,64240,71526
2587,Finance,Small,478,Claude,2021,187,11.5,8.07,121839,129717
2588,Finance,Large,2355,Claude,2021,197,22.61,6.97,136523,252941
2589,Healthcare,Small,208,ChatGPT,2024,176,30.17,8.99,149976,253194
2590,Finance,Large,3601,Copilot,2022,139,13.5,6.68,15841,51985
2591,Healthcare,Large,3273,Gemini,2023,88,30.81,8.73,142983,198131
2592,Finance,Large,4957,Claude,2023,100,39.51,6.45,43669,137558
2593,Retail,Large,4486,Copilot,2022,163,16.93,8.98,134896,237806
2594,Manufacturing,Medium,1196,Copilot,2022,190,34.03,6.31,45084,51749
2595,Manufacturing,Small,492,Gemini,2021,198,36.35,9.78,31664,49373
2596,IT,Medium,709,ChatGPT,2024,171,20.65,6.73,99951,150526
2597,Education,Small,470,Claude,2021,155,46.57,8.46,135115,223638
2598,Retail,Large,3831,Claude,2021,115,37.62,8.22,31816,118156
2599,Manufacturing,Large,2396,ChatGPT,2022,33,19.09,6.97,109345,155497
2600,IT,Medium,597,ChatGPT,2023,119,37.52,6.36,139526,252815
2601,Manufacturing,Large,2994,ChatGPT,2023,108,14.99,7.67,142702,178768
2602,Manufacturing,Large,3625,Claude,2021,70,31.89,7.16,75036,174248
2603,Finance,Medium,1005,Copilot,2022,55,11.36,9.07,48450,119877
2604,Retail,Large,4153,Gemini,2024,77,23.47,6.52,145474,219159
2605,IT,Medium,574,Copilot,2023,33,19.34,8.63,125629,206870
2606,Retail,Medium,552,Claude,2023,128,14.84,8.73,34496,44058
2607,Finance,Medium,1209,Claude,2025,138,19.34,6.06,115402,180846
2608,Finance,Large,2720,ChatGPT,2025,56,12.85,9.86,7766,30483
2609,Education,Large,3358,Claude,2021,120,46.66,7.77,110937,125713
2610,Education,Small,423,Gemini,2023,23,10.67,8.38,117363,153417
2611,Education,Large,3654,Gemini,2021,107,17.46,9.48,12879,81243
2612,Manufacturing,Small,289,Copilot,2023,119,48.9,8.58,74282,90796
2613,Healthcare,Medium,842,Copilot,2021,177,32.37,6.65,40521,78833
2614,IT,Large,4104,Copilot,2025,98,22.15,9.53,135268,254456
2615,IT,Large,4132,Copilot,2025,29,26.94,9.43,9105,27037
2616,Finance,Large,2600,Claude,2021,119,41.57,9.07,58009,75201
2617,Finance,Medium,736,Gemini,2023,156,28.12,6.0,94415,125688
2618,IT,Large,3520,ChatGPT,2023,170,14.15,6.62,112499,175621
2619,Education,Small,321,ChatGPT,2023,35,44.62,7.82,15362,63571
2620,Healthcare,Medium,1394,ChatGPT,2024,32,22.95,7.55,131927,194992
2621,Finance,Large,1661,Gemini,2022,23,44.4,6.21,50808,96516
2622,Finance,Large,1719,Copilot,2025,68,19.59,6.99,64476,88433
2623,Manufacturing,Large,3512,Gemini,2023,142,44.98,9.19,104014,162839
2624,Manufacturing,Large,3770,ChatGPT,2022,165,24.04,7.16,149355,253085
2625,Education,Medium,1355,Gemini,2023,178,16.7,9.57,85933,183539
2626,Manufacturing,Small,352,Gemini,2022,171,28.18,8.41,94008,175610
2627,Finance,Small,91,Claude,2024,72,34.09,8.6,23799,140766
2628,IT,Small,153,Copilot,2021,195,33.07,8.94,81792,123567
2629,Education,Large,4368,ChatGPT,2025,38,44.52,8.52,94638,116757
2630,Finance,Large,2676,ChatGPT,2023,197,36.44,8.18,32441,38257
2631,Finance,Large,3313,Claude,2021,111,32.71,7.1,122929,230544
2632,Retail,Large,2492,Claude,2025,102,11.02,7.34,128549,165586
2633,Healthcare,Large,4744,Gemini,2025,188,29.63,8.5,78976,182735
2634,IT,Large,1798,Gemini,2024,85,48.48,9.07,76822,134261
2635,Healthcare,Small,289,Copilot,2021,128,17.25,8.7,147681,261339
2636,Healthcare,Medium,807,Copilot,2021,86,24.63,7.21,27623,88689
2637,IT,Medium,1269,Copilot,2025,149,11.85,7.33,141732,157203
2638,Manufacturing,Large,4902,Claude,2022,103,22.19,7.76,96428,116727
2639,Retail,Large,4744,Copilot,2021,168,33.15,8.89,39546,122793
2640,IT,Large,4354,ChatGPT,2023,130,22.02,9.09,18752,30078
2641,IT,Small,57,Gemini,2023,183,46.07,7.48,111474,180105
2642,Finance,Large,3298,Gemini,2023,177,32.92,8.3,104106,193631
2643,Education,Large,1981,Copilot,2025,168,20.09,8.36,61966,81161
2644,IT,Large,2246,Gemini,2024,118,40.8,9.0,107919,125679
2645,IT,Large,3528,Copilot,2021,53,23.64,8.94,116172,125880
2646,Manufacturing,Medium,1224,Claude,2022,56,33.98,6.99,8321,38090
2647,Healthcare,Small,348,ChatGPT,2021,174,45.64,7.23,147900,181771
2648,IT,Small,149,Claude,2022,52,39.65,7.03,7090,28026
2649,Education,Medium,650,Copilot,2021,35,43.59,7.02,140424,179272
2650,Finance,Small,496,Gemini,2022,125,26.02,8.3,149649,258236
2651,Manufacturing,Large,2556,ChatGPT,2024,64,33.17,7.9,36595,105875
2652,Finance,Medium,1489,Claude,2021,168,15.57,6.56,101929,109724
2653,Healthcare,Medium,784,Gemini,2021,191,31.9,6.25,114729,190481
2654,Education,Medium,1188,Claude,2021,88,47.42,6.56,21835,65751
2655,Manufacturing,Small,347,Copilot,2023,102,27.24,8.64,134351,210123
2656,Finance,Small,145,Claude,2021,60,10.92,6.72,103731,164060
2657,Retail,Large,2588,ChatGPT,2022,80,25.2,8.3,72456,87925
2658,Manufacturing,Medium,1227,Claude,2022,53,17.56,8.05,56394,121505
2659,Manufacturing,Small,354,Claude,2023,121,12.27,9.87,143639,193402
2660,IT,Large,4271,Claude,2021,198,19.82,8.19,126782,174371
2661,Retail,Small,183,Claude,2021,141,39.87,6.8,53090,81964
2662,Healthcare,Small,85,Gemini,2022,148,19.97,8.05,13655,22026
2663,Manufacturing,Small,413,Copilot,2021,160,27.81,8.05,18317,36362
2664,Manufacturing,Medium,1479,Copilot,2022,40,20.94,9.29,75331,172059
2665,Retail,Large,4915,Gemini,2024,49,34.72,9.62,90391,206041
2666,Education,Large,4787,Claude,2022,64,28.95,6.83,120101,165754
2667,Healthcare,Medium,1050,Claude,2024,111,42.65,7.66,132397,176627
2668,Retail,Large,2141,ChatGPT,2024,125,20.59,7.58,88305,125747
2669,Manufacturing,Medium,823,Gemini,2023,52,13.8,9.63,122500,217715
2670,Healthcare,Large,2420,ChatGPT,2023,99,41.65,6.46,88290,189366
2671,Finance,Small,357,Gemini,2025,160,46.19,9.96,120279,234126
2672,Retail,Medium,761,ChatGPT,2024,97,48.94,9.93,55798,90547
2673,Finance,Large,2436,Copilot,2022,69,32.29,6.34,60433,151399
2674,Retail,Large,4239,Copilot,2025,73,21.86,9.54,79767,158494
2675,IT,Small,317,ChatGPT,2022,91,20.66,8.77,133852,153011
2676,Manufacturing,Medium,993,ChatGPT,2025,154,36.13,9.87,6208,53661
2677,Education,Large,3405,Copilot,2023,96,39.03,7.99,19537,118396
2678,Healthcare,Small,212,Copilot,2022,44,21.0,6.54,101748,157729
2679,Education,Large,2310,Gemini,2025,109,28.38,6.63,26352,60801
2680,Finance,Small,390,Gemini,2022,129,32.65,8.12,110075,156748
2681,Education,Small,483,Gemini,2021,125,36.58,8.09,13970,61081
2682,IT,Medium,849,Gemini,2024,154,11.63,8.46,148706,216593
2683,Healthcare,Small,167,Copilot,2022,165,10.1,7.2,114248,120650
2684,Retail,Medium,666,ChatGPT,2025,173,44.92,9.84,26571,123682
2685,IT,Medium,914,Copilot,2023,134,37.73,6.41,30704,64319
2686,IT,Large,3765,Copilot,2021,81,38.55,9.02,77859,122322
2687,Healthcare,Large,4062,Claude,2025,78,46.79,9.16,132544,210978
2688,Manufacturing,Small,455,Claude,2021,87,14.1,7.41,121941,198942
2689,Retail,Medium,1157,Gemini,2025,128,39.77,8.01,121824,129971
2690,IT,Small,156,Gemini,2025,31,21.75,8.22,83572,182285
2691,Education,Large,2856,Gemini,2025,35,36.74,7.18,87901,200867
2692,IT,Large,3847,Claude,2021,137,37.78,6.44,102862,156781
2693,Retail,Medium,553,Gemini,2024,187,32.08,8.76,58478,109046
2694,Manufacturing,Small,226,Copilot,2024,84,46.22,9.91,6421,79377
2695,Healthcare,Medium,944,Gemini,2023,104,30.06,7.15,35873,137787
2696,IT,Medium,770,Gemini,2021,68,46.4,9.66,31862,62985
2697,IT,Large,3882,ChatGPT,2023,182,17.7,7.58,127295,186122
2698,Manufacturing,Large,3568,Claude,2022,146,29.62,6.46,130275,209459
2699,IT,Small,147,Gemini,2022,179,49.19,6.62,82259,158248
2700,Retail,Small,221,Gemini,2022,50,28.1,7.17,113004,199240
2701,Healthcare,Medium,1436,Gemini,2023,28,11.39,7.84,103406,168926
2702,Manufacturing,Medium,1163,ChatGPT,2023,197,35.81,8.32,127803,182131
2703,Education,Medium,1317,Gemini,2022,114,38.45,9.12,12908,37399
2704,Retail,Small,486,Claude,2021,168,21.7,6.72,36854,54830
2705,Retail,Small,492,ChatGPT,2021,141,42.02,7.29,111198,180650
2706,Manufacturing,Small,50,Gemini,2025,149,44.65,7.03,39716,146237
2707,Education,Medium,1484,Claude,2023,20,40.45,9.46,36081,70324
2708,Retail,Large,1685,Gemini,2021,22,42.64,9.86,145709,257339
2709,Retail,Medium,523,ChatGPT,2024,54,31.72,6.48,143655,183146
2710,Education,Medium,1102,Claude,2021,27,46.3,7.05,81667,96677
2711,IT,Medium,1142,Gemini,2025,120,40.6,8.79,36020,54741
2712,Healthcare,Medium,935,Gemini,2024,90,16.23,6.32,39658,77166
2713,Healthcare,Medium,621,Claude,2022,186,21.18,8.89,50365,164314
2714,Healthcare,Large,3669,ChatGPT,2021,34,13.34,6.55,53113,108181
2715,Retail,Large,4427,Claude,2022,76,19.4,8.44,115056,170190
2716,Education,Large,4248,Claude,2022,192,40.63,9.2,89748,114054
2717,Healthcare,Large,2126,Gemini,2021,105,49.71,6.72,147240,181944
2718,Manufacturing,Large,3231,Gemini,2022,104,28.09,8.55,42166,102800
2719,Education,Small,84,Copilot,2022,70,30.32,9.36,139775,160219
2720,Education,Large,2152,Claude,2025,31,31.75,6.72,143365,204940
2721,Healthcare,Medium,678,Copilot,2022,75,27.98,7.71,94002,101184
2722,Finance,Large,4077,Copilot,2022,89,35.76,8.26,50314,120376
2723,Finance,Medium,789,Gemini,2023,178,12.97,7.56,29378,55099
2724,Healthcare,Large,4747,Copilot,2024,123,46.41,6.54,41816,70817
2725,Manufacturing,Small,129,Claude,2023,121,16.05,6.52,99840,203102
2726,Education,Small,356,Claude,2025,180,28.51,7.7,44939,148362
2727,Manufacturing,Small,115,Gemini,2023,83,20.57,8.38,32710,63244
2728,Retail,Large,4515,Gemini,2021,182,23.77,9.6,133409,141360
2729,Education,Medium,577,Copilot,2021,28,35.34,8.97,54416,144020
2730,Healthcare,Small,96,ChatGPT,2025,190,33.01,6.49,128990,248079
2731,Finance,Small,418,Copilot,2021,187,28.89,7.51,147250,160627
2732,Manufacturing,Small,442,Gemini,2024,37,32.64,8.72,73874,166899
2733,Healthcare,Medium,1187,Claude,2024,187,23.06,7.19,18647,52871
2734,Retail,Small,94,ChatGPT,2022,87,31.44,9.15,42185,75581
2735,Finance,Medium,541,Gemini,2024,139,46.19,7.91,52889,170478
2736,IT,Medium,918,Copilot,2021,23,21.63,9.42,56370,161610
2737,Education,Large,3221,Copilot,2022,34,14.1,7.47,132779,243296
2738,Retail,Small,218,ChatGPT,2022,170,49.82,6.64,122497,170085
2739,Retail,Large,3529,Claude,2025,193,10.71,6.94,84025,154619
2740,Finance,Small,499,Gemini,2021,46,26.46,8.59,79960,90990
2741,Finance,Large,3858,Copilot,2023,103,15.17,6.95,24800,90600
2742,Manufacturing,Medium,1276,Gemini,2024,149,35.66,6.56,117546,167998
2743,Finance,Large,2791,Claude,2025,70,28.64,8.73,54552,174183
2744,IT,Medium,1401,Copilot,2021,20,37.92,8.24,11487,39565
2745,Education,Small,221,Copilot,2024,183,44.55,6.73,29529,74685
2746,Retail,Small,473,Gemini,2023,109,18.98,7.5,43766,89590
2747,Retail,Large,3414,Copilot,2022,76,48.6,7.23,133506,249655
2748,Manufacturing,Large,3922,Claude,2023,177,45.6,7.61,130228,238411
2749,Finance,Large,3693,Copilot,2021,117,32.07,7.35,114411,162058
2750,Healthcare,Medium,716,Copilot,2021,53,47.64,8.45,136840,161104
2751,Healthcare,Medium,968,Copilot,2022,58,10.06,6.35,133287,182340
2752,Manufacturing,Large,3327,Claude,2025,167,24.6,9.71,71465,143380
2753,Healthcare,Small,285,Gemini,2024,191,14.21,8.17,22165,80106
2754,Finance,Small,71,Claude,2022,46,44.74,6.41,51952,130149
2755,Finance,Large,3363,Gemini,2022,97,19.01,9.02,107435,181913
2756,IT,Small,88,Claude,2024,89,45.53,7.44,54279,92303
2757,Healthcare,Large,2541,ChatGPT,2021,122,11.95,6.96,59299,169532
2758,IT,Medium,1090,Gemini,2024,176,23.85,8.85,83541,111343
2759,Finance,Large,4493,Copilot,2023,55,19.98,7.11,12366,118331
2760,Healthcare,Small,77,Claude,2022,51,12.31,8.81,112212,221126
2761,Retail,Small,124,ChatGPT,2025,74,25.72,7.8,40898,74912
2762,Education,Medium,1152,Gemini,2023,187,39.32,8.4,20293,123336
2763,Finance,Medium,742,ChatGPT,2022,155,11.01,6.59,63112,165088
2764,Education,Small,369,Claude,2023,181,34.44,6.22,18626,47229
2765,Retail,Medium,1454,Claude,2023,83,43.64,8.46,147470,190304
2766,Retail,Medium,546,Copilot,2021,56,29.29,8.53,34598,114156
2767,IT,Large,3376,ChatGPT,2021,89,22.77,9.65,69688,132080
2768,IT,Large,3802,ChatGPT,2025,178,44.79,7.2,30157,128371
2769,Healthcare,Small,103,Claude,2021,60,13.28,6.37,126695,158323
2770,Retail,Small,242,Copilot,2023,135,30.17,6.65,147853,266201
2771,Finance,Large,3985,Gemini,2023,182,10.27,9.37,91895,207668
2772,Retail,Medium,1031,Copilot,2025,40,40.42,9.29,30946,101058
2773,Retail,Small,464,Copilot,2025,107,27.42,8.35,70147,80180
2774,Retail,Large,4406,Copilot,2025,151,33.27,8.16,142012,259602
2775,Retail,Large,1934,Claude,2024,42,49.78,8.46,44640,77566
2776,Education,Large,4886,Copilot,2021,62,21.71,6.54,17718,91259
2777,IT,Large,2537,Copilot,2021,148,16.42,7.07,107433,164998
2778,Healthcare,Small,58,Copilot,2024,157,20.54,6.5,75886,83167
2779,Manufacturing,Medium,1130,Copilot,2024,31,21.58,7.78,19955,130025
2780,Education,Medium,1444,Gemini,2024,90,19.0,8.33,42986,145087
2781,Manufacturing,Large,3863,Claude,2024,156,10.33,7.2,60370,96430
2782,Finance,Large,1800,Copilot,2024,47,24.28,8.68,8051,121401
2783,Retail,Large,1503,Gemini,2022,158,39.52,8.37,138044,143110
2784,Finance,Large,3939,Claude,2025,89,24.68,6.85,136420,154161
2785,Retail,Large,2893,Claude,2024,50,28.38,6.13,127747,157989
2786,Finance,Large,3745,Copilot,2021,198,20.54,6.32,127847,216226
2787,Education,Large,3876,Claude,2025,36,47.31,6.62,77548,129559
2788,Retail,Medium,1462,Gemini,2023,50,14.11,7.14,25407,78572
2789,IT,Medium,1128,Claude,2024,167,41.34,7.27,8611,71602
2790,IT,Large,4871,Gemini,2025,125,12.27,9.97,56599,104139
2791,IT,Large,2562,Claude,2025,122,19.98,6.23,95589,197850
2792,Manufacturing,Medium,1230,Gemini,2021,32,44.88,9.92,19463,71340
2793,IT,Large,3897,Claude,2025,23,49.45,8.08,42828,103073
2794,Education,Large,3754,Claude,2023,164,11.18,9.8,49048,154440
2795,Manufacturing,Medium,573,ChatGPT,2023,38,12.34,7.68,127215,161405
2796,Finance,Large,1668,Claude,2025,110,21.25,9.52,63898,139217
2797,Finance,Large,4373,ChatGPT,2021,24,28.86,7.4,113889,179242
2798,IT,Small,294,ChatGPT,2022,68,27.32,8.48,16830,99923
2799,IT,Small,472,Gemini,2024,34,17.42,9.06,146565,219065
2800,Manufacturing,Small,91,Gemini,2023,111,25.69,9.06,132804,212197
2801,Retail,Medium,858,Claude,2021,162,25.38,7.21,60533,106508
2802,Education,Small,75,Gemini,2022,163,46.04,6.65,18094,101640
2803,Healthcare,Large,2740,Claude,2024,56,46.88,6.39,113779,126699
2804,Manufacturing,Large,2412,Copilot,2024,31,45.35,6.87,132101,242087
2805,Education,Medium,976,ChatGPT,2025,122,30.04,8.61,142426,237503
2806,Manufacturing,Small,462,ChatGPT,2022,118,23.18,8.47,50618,128270
2807,IT,Medium,970,Claude,2022,93,43.44,9.01,121147,137026
2808,Healthcare,Small,179,Gemini,2021,161,14.44,6.74,38637,111854
2809,Healthcare,Small,333,Claude,2023,168,21.08,8.02,101724,213851
2810,IT,Large,2939,ChatGPT,2024,147,11.12,7.16,34590,61707
2811,Retail,Small,342,ChatGPT,2025,53,13.67,9.88,70699,159177
2812,Manufacturing,Large,2923,Claude,2023,76,16.51,7.82,138870,158051
2813,Healthcare,Small,59,Claude,2022,47,19.39,8.38,64130,82602
2814,Manufacturing,Small,216,Claude,2024,114,21.56,8.17,134596,229154
2815,Finance,Small,162,ChatGPT,2024,61,24.32,6.58,42269,72626
2816,Healthcare,Small,302,Copilot,2024,47,25.26,9.11,125217,234607
2817,Education,Small,420,Copilot,2025,65,36.94,6.43,18009,82281
2818,Education,Large,4933,Copilot,2024,107,14.92,8.59,93439,145726
2819,IT,Medium,1334,ChatGPT,2021,150,16.03,8.81,146871,233256
2820,Manufacturing,Large,4950,Copilot,2023,121,31.05,8.39,109288,218580
2821,Manufacturing,Large,3183,Gemini,2022,105,44.32,6.86,145154,182847
2822,Education,Medium,1438,Claude,2023,155,16.69,6.22,60151,98042
2823,Healthcare,Small,288,Gemini,2024,26,25.65,7.49,24631,58543
2824,Education,Medium,1227,Copilot,2021,165,27.47,6.15,58694,135631
2825,Retail,Small,283,ChatGPT,2025,174,34.1,7.0,124456,238426
2826,Healthcare,Medium,1050,Claude,2024,58,43.27,8.25,25264,139151
2827,Finance,Medium,1337,Claude,2021,85,43.56,9.55,18798,57703
2828,IT,Medium,956,ChatGPT,2024,38,44.77,6.42,81167,177031
2829,IT,Medium,825,ChatGPT,2022,75,39.8,9.2,16578,82714
2830,Healthcare,Large,4337,Claude,2025,86,23.38,6.01,113730,138065
2831,Retail,Small,372,Copilot,2024,57,23.77,6.23,67454,185319
2832,Manufacturing,Small,94,Gemini,2021,148,19.82,9.24,71129,188983
2833,Healthcare,Small,289,ChatGPT,2023,174,27.42,7.34,88708,203985
2834,IT,Large,2547,ChatGPT,2024,85,10.91,6.06,77259,132741
2835,Retail,Large,2801,ChatGPT,2023,88,49.35,6.25,91495,171703
2836,Finance,Large,3628,Claude,2023,144,33.89,8.94,10437,46306
2837,Retail,Large,2592,Gemini,2022,66,17.43,6.83,135488,250876
2838,Retail,Medium,1093,Copilot,2021,70,22.69,8.34,66092,130981
2839,Education,Medium,516,Claude,2024,159,23.82,9.84,99167,192349
2840,Retail,Medium,1222,Claude,2025,139,34.46,9.25,82212,177013
2841,Finance,Medium,1204,Gemini,2024,183,31.68,8.96,71648,189884
2842,Education,Large,2808,Copilot,2025,62,25.45,7.31,140501,207460
2843,Retail,Small,67,Copilot,2024,72,38.4,6.3,16963,120732
2844,IT,Small,467,Gemini,2023,44,17.05,7.59,91781,144538
2845,Education,Medium,1115,Gemini,2021,46,11.01,9.43,47846,81341
2846,Education,Large,2272,Claude,2021,74,13.03,8.15,28672,100378
2847,Retail,Small,146,Claude,2024,83,28.74,7.88,82508,124792
2848,Retail,Large,1676,ChatGPT,2025,125,13.3,8.03,18408,28180
2849,Healthcare,Large,1572,Claude,2022,184,41.06,6.4,146508,229524
2850,Finance,Medium,670,Claude,2024,31,10.15,7.4,91741,206302
2851,Education,Medium,822,Claude,2022,127,40.9,9.67,48745,124667
2852,Education,Medium,805,Copilot,2024,120,44.58,6.1,66524,81754
2853,Education,Large,4516,ChatGPT,2021,56,45.94,8.66,83321,140776
2854,Manufacturing,Medium,556,Claude,2025,139,32.49,9.93,28585,37241
2855,IT,Medium,746,Claude,2023,158,41.73,7.67,13799,75455
2856,Retail,Small,79,Gemini,2021,42,26.83,9.68,125860,237757
2857,IT,Small,70,Claude,2024,196,37.95,8.16,140266,215173
2858,Retail,Small,354,Claude,2022,177,33.14,6.4,36115,140073
2859,Retail,Medium,691,Gemini,2022,72,47.5,8.45,146393,237238
2860,IT,Medium,1472,Claude,2024,27,19.64,7.1,10861,119989
2861,Retail,Medium,1035,Claude,2025,76,17.75,9.09,101500,189523
2862,IT,Medium,844,ChatGPT,2023,135,25.5,7.65,29298,90682
2863,Education,Small,445,Copilot,2022,30,43.5,6.71,7722,82345
2864,IT,Medium,1245,Claude,2024,151,32.03,6.19,117916,129627
2865,Education,Large,2459,ChatGPT,2024,93,22.19,9.93,131448,138921
2866,Finance,Medium,547,Gemini,2023,136,45.52,6.59,78899,119963
2867,IT,Small,418,ChatGPT,2021,24,16.17,6.47,31833,149482
2868,Finance,Medium,1286,Copilot,2021,108,33.9,6.76,34507,69595
2869,IT,Medium,794,Copilot,2025,155,31.66,9.11,41915,149880
2870,Retail,Large,4340,Gemini,2025,40,33.12,6.93,121482,205526
2871,Healthcare,Medium,707,ChatGPT,2022,102,28.77,6.5,122572,132514
2872,Healthcare,Medium,1278,ChatGPT,2023,107,25.57,6.04,82377,130354
2873,IT,Small,232,Copilot,2023,61,42.08,8.19,129505,246453
2874,Manufacturing,Large,3624,ChatGPT,2025,166,47.77,6.83,41401,92128
2875,Finance,Small,317,ChatGPT,2025,88,30.58,9.1,51765,107919
2876,Education,Small,91,Copilot,2024,81,27.59,9.55,108057,114148
2877,Education,Small,391,Gemini,2024,61,15.28,7.7,8619,87528
2878,Retail,Large,4626,Gemini,2022,84,34.44,6.43,122162,176682
2879,Education,Medium,1126,ChatGPT,2024,75,34.09,9.66,103922,183894
2880,Education,Small,371,Copilot,2024,186,28.8,8.94,76061,133256
2881,Manufacturing,Medium,708,Copilot,2022,174,43.71,6.8,99477,143542
2882,Education,Medium,770,Copilot,2024,34,28.79,9.61,29741,97194
2883,Finance,Medium,1072,Gemini,2024,88,48.75,6.84,127840,167361
2884,Finance,Medium,1280,Claude,2024,140,48.15,8.43,95595,202694
2885,Retail,Medium,993,Copilot,2023,63,43.17,7.81,18213,113547
2886,Manufacturing,Large,2115,Copilot,2025,186,30.87,6.26,115740,191260
2887,Education,Small,174,Gemini,2022,115,42.66,7.55,65144,181592
2888,Retail,Small,365,ChatGPT,2024,74,48.04,9.24,37165,68699
2889,Finance,Medium,1358,Gemini,2024,190,25.76,8.55,133144,223869
